cells	labels
HNSCC_17_P9_F08_S68_comb	T cell
HNSCC17_P7_C10_S130_comb	Fibroblast
HNSCC17_P13_G10_S370_comb	T cell
HNSCC17_P3_B01_S205_comb	malignant
HNSCC17_P7_C02_S122_comb	Fibroblast
HNSCC_17_P10_A02_S194_comb	T cell
HNSCC18_P2_C06_S126_comb	malignant
HNSCC16_P2_B09_S21_comb	Endothelial
HNSCC18_P16_A01_S193_comb	T cell
HNSCC18_P7_B07_S115_comb	Fibroblast
HNSCC_17_P10_B10_S214_comb	T cell
HNSCC_17_P9_C11_S35_comb	T cell
HNSCC18_P15_G10_S82_comb	T cell
HNSCC16_P9_C10_S226_comb	T cell
HNSCC18_P15_H05_S89_comb	T cell
HNSCC17_P7_D07_S139_comb	Fibroblast
HNSCC18_P13_H07_S379_comb	T cell
HNSCC18_P13_F11_S359_comb	Macrophage
HNSCC17_P7_C11_S131_comb	Endothelial
HNSCC17_P2_G11_S83_comb	malignant
HNSCC17_P3_F09_S261_comb	malignant
HNSCC18_P3_C12_S324_comb	malignant
HNSCC16_P2_C01_S25_comb	Fibroblast
HNSCC_17_P9_A06_S6_comb	T cell
HNSCC16_P9_C08_S224_comb	T cell
HNSCC17_P3_F03_S255_comb	malignant
HNSCC17_P3_F06_S258_comb	malignant
HNSCC17_P2_G03_S75_comb	malignant
HNSCC17_P7_B05_S113_comb	Fibroblast
HNSCC18_P15_C07_S31_comb	T cell
HNSCC18_P7_F07_S163_comb	Endothelial
HNSCC_17_P9_G12_S84_comb	T cell
HNSCC18_P13_E09_S345_comb	B cell
HNSCC16_P2_D09_S45_comb	Fibroblast
HNSCC_17_P10_F02_S254_comb	T cell
HNSCC17_P3_E11_S251_comb	malignant
HNSCC_17_P9_F01_S61_comb	T cell
HNSCC18_P3_B06_S306_comb	malignant
HNSCC18_P16_C04_S220_comb	T cell
HNSCC17_P7_B03_S111_comb	Fibroblast
HNSCC17_P3_G08_S272_comb	malignant
HNSCC17_P7_H11_S191_comb	malignant
HNSCC_17_P10_F12_S264_comb	T cell
HNSCC17_P7_C06_S126_comb	Fibroblast
HNSCC17_P7_F05_S161_comb	Fibroblast
HNSCC_17_P9_E05_S53_comb	T cell
HNSCC_17_P9_D06_S42_comb	T cell
HNSCC16_P9_E11_S251_comb	T cell
HNSCC17_P2_B10_S22_comb	malignant
HNSCC_17_P9_E12_S60_comb	T cell
HNSCC18_P13_D04_S328_comb	T cell
HNSCC_17_P9_G08_S80_comb	T cell
HNSCC17_P7_H10_S190_comb	Fibroblast
HNSCC16_P9_C11_S227_comb	T cell
HNSCC16_P2_E05_S53_comb	Endothelial
HNSCC16_P9_E09_S249_comb	T cell
HNSCC_17_P9_D01_S37_comb	T cell
HNSCC17_P3_H11_S287_comb	malignant
HNSCC18_P16_E02_S242_comb	T cell
HNSCC_17_P10_D03_S231_comb	T cell
HNSCC_17_P10_C07_S223_comb	T cell
HNSCC18_P7_G12_S180_comb	Fibroblast
HNSCC_17_P9_C10_S34_comb	T cell
HNSCC17_P7_C08_S128_comb	Fibroblast
HNSCC17_P2_H12_S96_comb	malignant
HNSCC17_P7_D12_S144_comb	Fibroblast
HNSCC18_P15_D02_S38_comb	T cell
HNSCC18_P7_A01_S97_comb	Fibroblast
HNSCC17_P3_B11_S215_comb	malignant
HNSCC18_P13_F12_S360_comb	T cell
HNSCC17_P3_G07_S271_comb	malignant
HNSCC18_P3_B01_S301_comb	malignant
HNSCC17_P3_B04_S208_comb	malignant
HNSCC_17_P10_A08_S200_comb	T cell
HNSCC16_P2_F07_S67_comb	Fibroblast
HNSCC18_P2_H11_S191_comb	Fibroblast
HNSCC18_P16_A09_S201_comb	T cell
HNSCC18_P15_F03_S63_comb	T cell
HNSCC_17_P9_H10_S94_comb	T cell
HNSCC18_P3_H02_S374_comb	malignant
HNSCC17_P2_F05_S65_comb	malignant
HNSCC16_P9_B06_S210_comb	Mast
HNSCC16_P9_F04_S256_comb	T cell
HNSCC17_P2_H10_S94_comb	malignant
HNSCC17_P13_F11_S359_comb	B cell
HNSCC18_P2_H04_S184_comb	Fibroblast
HNSCC16_P9_G08_S272_comb	Macrophage
HNSCC18_P2_C11_S131_comb	malignant
HNSCC18_P3_H03_S375_comb	Fibroblast
HNSCC_17_P10_B09_S213_comb	T cell
HNSCC17_P3_E07_S247_comb	malignant
HNSCC17_P7_B08_S116_comb	Fibroblast
HNSCC16_P9_F03_S255_comb	T cell
HNSCC18_P13_E02_S338_comb	T cell
HNSCC17_P7_H08_S188_comb	malignant
HNSCC18_P7_C12_S132_comb	Fibroblast
HNSCC_17_P9_B06_S18_comb	T cell
HNSCC_17_P10_F03_S255_comb	T cell
HNSCC18_P16_B04_S208_comb	T cell
HNSCC17_P3_D05_S233_comb	malignant
HNSCC16_P9_E04_S244_comb	T cell
HNSCC18_P7_A02_S98_comb	Endothelial
HNSCC17_P7_C01_S121_comb	Endothelial
HNSCC16_P2_A04_S4_comb	Fibroblast
HNSCC16_P9_G03_S267_comb	T cell
HNSCC17_P2_E08_S56_comb	Fibroblast
HNSCC_17_P10_D02_S230_comb	T cell
HNSCC18_P15_E01_S49_comb	T cell
HNSCC_17_P9_A11_S11_comb	T cell
HNSCC17_P7_G07_S175_comb	Endothelial
HNSCC18_P7_H10_S190_comb	malignant
HNSCC17_P2_F02_S62_comb	malignant
HNSCC16_P9_H08_S284_comb	Fibroblast
HNSCC16_P9_G09_S273_comb	T cell
HNSCC16_P9_D09_S237_comb	T cell
HNSCC17_P13_B01_S301_comb	B cell
HNSCC17_P3_A11_S203_comb	malignant
HNSCC_17_P9_D11_S47_comb	T cell
HNSCC18_P2_G05_S173_comb	malignant
HNSCC18_P15_A07_S7_comb	T cell
HNSCC_17_P10_A04_S196_comb	T cell
HNSCC16_P2_G04_S76_comb	Endothelial
HNSCC17_P2_H03_S87_comb	malignant
HNSCC18_P13_A04_S292_comb	Macrophage
HNSCC16_P9_H01_S277_comb	Fibroblast
HNSCC18_P16_G01_S265_comb	T cell
HNSCC18_P3_D10_S334_comb	malignant
HNSCC_17_P9_G07_S79_comb	T cell
HNSCC18_P7_A07_S103_comb	Fibroblast
HNSCC_17_P9_F10_S70_comb	T cell
HNSCC16_P2_E12_S60_comb	Endothelial
HNSCC16_P9_G07_S271_comb	T cell
HNSCC17_P3_C05_S221_comb	malignant
HNSCC17_P7_G10_S178_comb	Fibroblast
HNSCC18_P15_E11_S59_comb	T cell
HNSCC17_P2_H05_S89_comb	malignant
HNSCC17_P3_D07_S235_comb	malignant
HNSCC16_P9_F12_S264_comb	T cell
HNSCC17_P7_G01_S169_comb	Endothelial
HNSCC16_P9_A10_S202_comb	T cell
HNSCC17_P2_E02_S50_comb	malignant
HNSCC17_P7_C09_S129_comb	malignant
HNSCC17_P3_F08_S260_comb	malignant
HNSCC16_P9_F05_S257_comb	T cell
HNSCC_17_P10_C02_S218_comb	T cell
HNSCC_17_P9_H02_S86_comb	T cell
HNSCC17_P3_E04_S244_comb	malignant
HNSCC17_P7_A01_S97_comb	Fibroblast
HNSCC18_P13_F06_S354_comb	T cell
HNSCC_17_P9_F05_S65_comb	T cell
HNSCC17_P3_E06_S246_comb	malignant
HNSCC18_P15_C04_S28_comb	T cell
HNSCC16_P9_G11_S275_comb	Mast
HNSCC_17_P10_G03_S267_comb	T cell
HNSCC17_P7_F07_S163_comb	Endothelial
HNSCC18_P2_G07_S175_comb	malignant
HNSCC16_P2_B10_S22_comb	Fibroblast
HNSCC17_P2_E06_S54_comb	malignant
HNSCC18_P2_G09_S177_comb	Fibroblast
HNSCC18_P3_F08_S356_comb	malignant
HNSCC17_P7_H12_S192_comb	Endothelial
HNSCC17_P7_H03_S183_comb	Fibroblast
HNSCC_17_P9_E09_S57_comb	T cell
HNSCC_17_P10_C01_S217_comb	T cell
HNSCC_17_P10_G05_S269_comb	T cell
HNSCC18_P7_E06_S150_comb	malignant
HNSCC18_P16_H08_S284_comb	T cell
HNSCC16_P2_H09_S93_comb	Fibroblast
HNSCC18_P13_B06_S306_comb	T cell
HNSCC17_P2_E07_S55_comb	Fibroblast
HNSCC18_P2_C05_S125_comb	malignant
HNSCC_17_P9_B05_S17_comb	T cell
HNSCC18_P7_D01_S133_comb	Fibroblast
HNSCC17_P2_G09_S81_comb	malignant
HNSCC16_P9_H02_S278_comb	Fibroblast
HNSCC_17_P10_G10_S274_comb	T cell
HNSCC_17_P9_D12_S48_comb	T cell
HNSCC18_P7_A10_S106_comb	Endothelial
HNSCC17_P2_G10_S82_comb	malignant
HNSCC16_P2_C10_S34_comb	Endothelial
HNSCC17_P3_B03_S207_comb	malignant
HNSCC18_P16_B06_S210_comb	T cell
HNSCC18_P7_A05_S101_comb	malignant
HNSCC17_P2_E11_S59_comb	malignant
HNSCC_17_P9_H12_S96_comb	T cell
HNSCC_17_P9_C05_S29_comb	T cell
HNSCC18_P13_F04_S352_comb	T cell
HNSCC16_P2_E06_S54_comb	malignant
HNSCC18_P16_B07_S211_comb	T cell
HNSCC18_P7_G07_S175_comb	Endothelial
HNSCC_17_P10_C09_S225_comb	T cell
HNSCC18_P15_G12_S84_comb	T cell
HNSCC18_P13_G02_S362_comb	T cell
HNSCC17_P3_A10_S202_comb	malignant
HNSCC17_P3_A05_S197_comb	malignant
HNSCC_17_P10_C03_S219_comb	T cell
HNSCC_17_P10_D11_S239_comb	T cell
HNSCC_17_P10_H04_S280_comb	T cell
HNSCC18_P13_G06_S366_comb	T cell
HNSCC_17_P10_E07_S247_comb	T cell
HNSCC16_P9_F10_S262_comb	T cell
HNSCC17_P7_D09_S141_comb	Fibroblast
HNSCC17_P3_F07_S259_comb	malignant
HNSCC17_P2_G06_S78_comb	malignant
HNSCC16_P2_H12_S96_comb	Fibroblast
HNSCC18_P15_A03_S3_comb	T cell
HNSCC17_P7_E05_S149_comb	Endothelial
HNSCC18_P13_A09_S297_comb	Macrophage
HNSCC_17_P9_H01_S85_comb	T cell
HNSCC18_P15_D04_S40_comb	T cell
HNSCC17_P2_A06_S6_comb	malignant
HNSCC18_P7_E12_S156_comb	malignant
HNSCC17_P3_E08_S248_comb	malignant
HNSCC18_P2_E01_S145_comb	malignant
HNSCC16_P2_C04_S28_comb	Endothelial
HNSCC18_P15_C03_S27_comb	T cell
HNSCC16_P9_A05_S197_comb	Macrophage
HNSCC17_P7_E08_S152_comb	Endothelial
HNSCC17_P2_A11_S11_comb	malignant
HNSCC16_P9_H05_S281_comb	Fibroblast
HNSCC18_P13_E07_S343_comb	T cell
HNSCC17_P3_E10_S250_comb	malignant
HNSCC16_P2_D05_S41_comb	Endothelial
HNSCC16_P9_E07_S247_comb	T cell
HNSCC_17_P10_H06_S282_comb	T cell
HNSCC_17_P10_E03_S243_comb	T cell
HNSCC18_P13_E05_S341_comb	T cell
HNSCC18_P2_E05_S149_comb	malignant
HNSCC18_P7_F11_S167_comb	Fibroblast
HNSCC_17_P10_G02_S266_comb	T cell
HNSCC_17_P10_A03_S195_comb	T cell
HNSCC17_P7_B12_S120_comb	malignant
HNSCC18_P7_H06_S186_comb	Endothelial
HNSCC18_P13_C09_S321_comb	T cell
HNSCC17_P7_E06_S150_comb	Fibroblast
HNSCC18_P7_F12_S168_comb	Endothelial
HNSCC17_P3_E01_S241_comb	malignant
HNSCC_17_P10_H08_S284_comb	T cell
HNSCC_17_P10_B06_S210_comb	T cell
HNSCC_17_P9_D05_S41_comb	T cell
HNSCC_17_P9_C12_S36_comb	T cell
HNSCC18_P2_G03_S171_comb	Fibroblast
HNSCC17_P13_H06_S378_comb	B cell
HNSCC17_P7_A09_S105_comb	Fibroblast
HNSCC18_P13_G01_S361_comb	T cell
HNSCC18_P13_F01_S349_comb	T cell
HNSCC17_P3_C09_S225_comb	malignant
HNSCC17_P3_C08_S224_comb	malignant
HNSCC18_P15_E03_S51_comb	T cell
HNSCC16_P2_B12_S24_comb	Fibroblast
HNSCC17_P2_B09_S21_comb	malignant
HNSCC18_P15_B02_S14_comb	T cell
HNSCC18_P16_F04_S256_comb	T cell
HNSCC16_P2_E03_S51_comb	Endothelial
HNSCC17_P2_D06_S42_comb	malignant
HNSCC16_P2_A02_S2_comb	Endothelial
HNSCC16_P2_E01_S49_comb	Endothelial
HNSCC18_P7_C08_S128_comb	Fibroblast
HNSCC16_P9_E03_S243_comb	T cell
HNSCC16_P9_E10_S250_comb	T cell
HNSCC18_P7_E05_S149_comb	Endothelial
HNSCC16_P2_H11_S95_comb	Endothelial
HNSCC18_P13_B09_S309_comb	T cell
HNSCC18_P15_A02_S2_comb	T cell
HNSCC16_P2_C07_S31_comb	Endothelial
HNSCC16_P2_E08_S56_comb	Endothelial
HNSCC18_P2_B08_S116_comb	malignant
HNSCC18_P13_D03_S327_comb	T cell
HNSCC16_P9_B12_S216_comb	T cell
HNSCC18_P2_C12_S132_comb	malignant
HNSCC_17_P10_G06_S270_comb	T cell
HNSCC16_P9_D10_S238_comb	Mast
HNSCC16_P2_A09_S9_comb	Fibroblast
HNSCC18_P2_G04_S172_comb	Fibroblast
HNSCC16_P9_D11_S239_comb	T cell
HNSCC16_P2_G11_S83_comb	Endothelial
HNSCC17_P7_F06_S162_comb	Endothelial
HNSCC_17_P10_A01_S193_comb	T cell
HNSCC18_P16_C05_S221_comb	T cell
HNSCC18_P3_E12_S348_comb	malignant
HNSCC16_P9_B08_S212_comb	T cell
HNSCC18_P13_A11_S299_comb	Mast
HNSCC18_P13_D01_S325_comb	T cell
HNSCC_17_P10_H03_S279_comb	T cell
HNSCC18_P15_F01_S61_comb	T cell
HNSCC18_P2_E03_S147_comb	Fibroblast
HNSCC17_P2_H09_S93_comb	malignant
HNSCC18_P3_H04_S376_comb	Mast
HNSCC17_P2_F06_S66_comb	malignant
HNSCC18_P13_E10_S346_comb	T cell
HNSCC16_P2_E09_S57_comb	Fibroblast
HNSCC16_P9_B01_S205_comb	T cell
HNSCC_17_P10_A09_S201_comb	T cell
HNSCC16_P2_F11_S71_comb	Fibroblast
HNSCC17_P7_H05_S185_comb	Fibroblast
HNSCC17_P3_H07_S283_comb	malignant
HNSCC18_P13_E11_S347_comb	T cell
HNSCC16_P2_D01_S37_comb	Fibroblast
HNSCC17_P2_B12_S24_comb	malignant
HNSCC16_P2_E04_S52_comb	Fibroblast
HNSCC_17_P9_A01_S1_comb	T cell
HNSCC18_P3_B11_S311_comb	Fibroblast
HNSCC_17_P9_B08_S20_comb	T cell
HNSCC16_P9_F06_S258_comb	T cell
HNSCC18_P7_F06_S162_comb	Fibroblast
HNSCC16_P2_B11_S23_comb	Fibroblast
HNSCC18_P2_F02_S158_comb	malignant
HNSCC_17_P9_B03_S15_comb	T cell
HNSCC18_P3_E02_S338_comb	malignant
HNSCC16_P9_G10_S274_comb	T cell
HNSCC17_P7_G12_S180_comb	malignant
HNSCC18_P2_F03_S159_comb	malignant
HNSCC17_P7_D03_S135_comb	Fibroblast
HNSCC18_P2_F10_S166_comb	malignant
HNSCC_17_P9_E10_S58_comb	T cell
HNSCC18_P7_B08_S116_comb	Fibroblast
HNSCC18_P15_D09_S45_comb	T cell
HNSCC_17_P9_B12_S24_comb	T cell
HNSCC17_P2_C04_S28_comb	malignant
HNSCC18_P2_E09_S153_comb	malignant
HNSCC17_P2_D02_S38_comb	malignant
HNSCC17_P7_D11_S143_comb	malignant
HNSCC18_P15_A11_S11_comb	T cell
HNSCC18_P15_A01_S1_comb	T cell
HNSCC18_P13_H02_S374_comb	T cell
HNSCC18_P13_B08_S308_comb	Macrophage
HNSCC16_P9_B05_S209_comb	Mast
HNSCC16_P9_A09_S201_comb	T cell
HNSCC_17_P9_G09_S81_comb	T cell
HNSCC16_P9_D07_S235_comb	Mast
HNSCC16_P9_C02_S218_comb	T cell
HNSCC17_P7_B10_S118_comb	Fibroblast
HNSCC18_P15_G06_S78_comb	T cell
HNSCC17_P3_H06_S282_comb	Mast
HNSCC16_P9_A08_S200_comb	T cell
HNSCC17_P3_H12_S288_comb	malignant
HNSCC_17_P9_B02_S14_comb	T cell
HNSCC16_P2_C08_S32_comb	Endothelial
HNSCC18_P7_F10_S166_comb	B cell
HNSCC17_P3_F12_S264_comb	malignant
HNSCC_17_P10_C11_S227_comb	T cell
HNSCC17_P7_G05_S173_comb	malignant
HNSCC17_P7_H06_S186_comb	Fibroblast
HNSCC18_P13_C12_S324_comb	T cell
HNSCC18_P7_A12_S108_comb	B cell
HNSCC_17_P9_G05_S77_comb	T cell
HNSCC18_P7_D07_S139_comb	Fibroblast
HNSCC18_P16_H07_S283_comb	T cell
HNSCC17_P3_G02_S266_comb	malignant
HNSCC16_P9_H04_S280_comb	Fibroblast
HNSCC17_P3_C07_S223_comb	malignant
HNSCC17_P13_B10_S310_comb	T cell
HNSCC_17_P10_B12_S216_comb	T cell
HNSCC16_P9_G06_S270_comb	T cell
HNSCC17_P3_E09_S249_comb	malignant
HNSCC17_P7_G04_S172_comb	Endothelial
HNSCC17_P7_H02_S182_comb	malignant
HNSCC17_P7_B04_S112_comb	Endothelial
HNSCC16_P2_B02_S14_comb	Fibroblast
HNSCC_17_P10_A07_S199_comb	T cell
HNSCC18_P7_A04_S100_comb	Fibroblast
HNSCC17_P2_C05_S29_comb	malignant
HNSCC17_P2_A10_S10_comb	malignant
HNSCC18_P3_G02_S362_comb	malignant
HNSCC16_P2_G05_S77_comb	Fibroblast
HNSCC18_P15_G04_S76_comb	T cell
HNSCC18_P7_D12_S144_comb	Fibroblast
HNSCC_17_P9_C01_S25_comb	T cell
HNSCC16_P2_C06_S30_comb	Endothelial
HNSCC17_P2_D04_S40_comb	malignant
HNSCC17_P13_B03_S303_comb	Mast
HNSCC17_P3_B05_S209_comb	malignant
HNSCC_17_P10_B08_S212_comb	T cell
HNSCC18_P13_A07_S295_comb	T cell
HNSCC16_P2_H10_S94_comb	Fibroblast
HNSCC18_P3_F10_S358_comb	malignant
HNSCC16_P9_A07_S199_comb	T cell
HNSCC_17_P10_B05_S209_comb	T cell
HNSCC17_P3_G06_S270_comb	malignant
HNSCC18_P15_G03_S75_comb	T cell
HNSCC_17_P9_H04_S88_comb	T cell
HNSCC18_P13_E04_S340_comb	T cell
HNSCC18_P16_G02_S266_comb	T cell
HNSCC_17_P10_A06_S198_comb	T cell
HNSCC16_P2_G02_S74_comb	Endothelial
HNSCC18_P16_C10_S226_comb	T cell
HNSCC18_P16_A11_S203_comb	T cell
HNSCC16_P2_D02_S38_comb	Endothelial
HNSCC_17_P9_D08_S44_comb	T cell
HNSCC16_P9_E02_S242_comb	T cell
HNSCC18_P2_C07_S127_comb	malignant
HNSCC18_P2_B11_S119_comb	malignant
HNSCC18_P7_G03_S171_comb	Endothelial
HNSCC16_P2_H05_S89_comb	Endothelial
HNSCC16_P2_G06_S78_comb	Endothelial
HNSCC16_P9_C04_S220_comb	T cell
HNSCC18_P16_A05_S197_comb	T cell
HNSCC17_P2_E01_S49_comb	malignant
HNSCC17_P3_H09_S285_comb	malignant
HNSCC18_P3_H05_S377_comb	malignant
HNSCC17_P2_H11_S95_comb	malignant
HNSCC17_P3_D11_S239_comb	malignant
HNSCC_17_P10_E10_S250_comb	T cell
HNSCC18_P16_H09_S285_comb	T cell
HNSCC18_P15_F05_S65_comb	T cell
HNSCC18_P16_B03_S207_comb	T cell
HNSCC17_P2_E04_S52_comb	malignant
HNSCC17_P2_D05_S41_comb	malignant
HNSCC18_P13_G05_S365_comb	T cell
HNSCC18_P13_C03_S315_comb	T cell
HNSCC17_P13_G12_S372_comb	B cell
HNSCC17_P3_G04_S268_comb	malignant
HNSCC17_P3_A09_S201_comb	malignant
HNSCC16_P2_G10_S82_comb	Fibroblast
HNSCC16_P9_B10_S214_comb	T cell
HNSCC_17_P10_D04_S232_comb	T cell
HNSCC17_P7_E04_S148_comb	Fibroblast
HNSCC_17_P9_F11_S71_comb	T cell
HNSCC16_P9_F11_S263_comb	T cell
HNSCC17_P3_A06_S198_comb	malignant
HNSCC_17_P9_E04_S52_comb	T cell
HNSCC17_P2_G12_S84_comb	malignant
HNSCC17_P7_H09_S189_comb	Endothelial
HNSCC17_P2_F03_S63_comb	malignant
HNSCC18_P7_A09_S105_comb	malignant
HNSCC18_P13_C08_S320_comb	T cell
HNSCC17_P2_B01_S13_comb	malignant
HNSCC17_P7_A12_S108_comb	Fibroblast
HNSCC18_P7_B11_S119_comb	Endothelial
HNSCC17_P3_A08_S200_comb	malignant
HNSCC17_P3_C12_S228_comb	malignant
HNSCC_17_P10_C05_S221_comb	T cell
HNSCC18_P13_H12_S384_comb	T cell
HNSCC18_P3_G07_S367_comb	malignant
HNSCC18_P13_D09_S333_comb	T cell
HNSCC_17_P10_E12_S252_comb	T cell
HNSCC18_P3_D11_S335_comb	malignant
HNSCC16_P2_B08_S20_comb	Endothelial
HNSCC17_P2_C08_S32_comb	malignant
HNSCC17_P7_D02_S134_comb	malignant
HNSCC17_P13_E02_S338_comb	B cell
HNSCC18_P15_G05_S77_comb	T cell
HNSCC17_P2_A08_S8_comb	malignant
HNSCC17_P3_B06_S210_comb	malignant
HNSCC16_P9_D12_S240_comb	T cell
HNSCC17_P7_G11_S179_comb	malignant
HNSCC16_P2_A10_S10_comb	Endothelial
HNSCC16_P9_D08_S236_comb	T cell
HNSCC17_P2_H01_S85_comb	malignant
HNSCC16_P9_C03_S219_comb	T cell
HNSCC18_P7_G05_S173_comb	Endothelial
HNSCC_17_P9_B10_S22_comb	T cell
HNSCC17_P2_H04_S88_comb	malignant
HNSCC_17_P10_G04_S268_comb	T cell
HNSCC18_P2_D11_S143_comb	malignant
HNSCC18_P15_B03_S15_comb	T cell
HNSCC18_P15_E05_S53_comb	T cell
HNSCC17_P7_G02_S170_comb	malignant
HNSCC16_P2_H01_S85_comb	Endothelial
HNSCC18_P2_E10_S154_comb	malignant
HNSCC_17_P10_C12_S228_comb	T cell
HNSCC_17_P9_H06_S90_comb	T cell
HNSCC18_P16_H12_S288_comb	T cell
HNSCC17_P2_G04_S76_comb	malignant
HNSCC17_P3_F05_S257_comb	malignant
HNSCC17_P2_F04_S64_comb	Fibroblast
HNSCC18_P7_B04_S112_comb	malignant
HNSCC18_P13_F02_S350_comb	B cell
HNSCC18_P13_E03_S339_comb	T cell
HNSCC17_P2_E09_S57_comb	malignant
HNSCC17_P3_G05_S269_comb	malignant
HNSCC18_P7_H01_S181_comb	Endothelial
HNSCC17_P2_D10_S46_comb	malignant
HNSCC_17_P9_E07_S55_comb	T cell
HNSCC18_P15_E10_S58_comb	T cell
HNSCC17_P3_F01_S253_comb	malignant
HNSCC16_P2_H03_S87_comb	Mast
HNSCC16_P2_A05_S5_comb	Endothelial
HNSCC17_P7_F08_S164_comb	Fibroblast
HNSCC17_P13_G01_S361_comb	T cell
HNSCC18_P7_C03_S123_comb	Endothelial
HNSCC16_P9_A02_S194_comb	T cell
HNSCC_17_P9_B11_S23_comb	T cell
HNSCC18_P15_A04_S4_comb	T cell
HNSCC18_P3_C11_S323_comb	malignant
HNSCC18_P3_E08_S344_comb	malignant
HNSCC17_P3_A07_S199_comb	malignant
HNSCC16_P2_B03_S15_comb	Endothelial
HNSCC18_P7_C04_S124_comb	Fibroblast
HNSCC17_P3_B12_S216_comb	malignant
HNSCC_17_P10_D01_S229_comb	T cell
HNSCC18_P7_D06_S138_comb	Fibroblast
HNSCC18_P13_A06_S294_comb	T cell
HNSCC17_P2_G05_S77_comb	malignant
HNSCC18_P15_B01_S13_comb	T cell
HNSCC_17_P10_B01_S205_comb	T cell
HNSCC18_P2_F07_S163_comb	Fibroblast
HNSCC17_P3_E05_S245_comb	malignant
HNSCC16_P9_C12_S228_comb	T cell
HNSCC17_P7_F04_S160_comb	Fibroblast
HNSCC18_P13_C04_S316_comb	B cell
HNSCC17_P7_B11_S119_comb	Fibroblast
HNSCC18_P15_G07_S79_comb	T cell
HNSCC18_P7_H07_S187_comb	Fibroblast
HNSCC16_P2_D12_S48_comb	Fibroblast
HNSCC_17_P9_A08_S8_comb	T cell
HNSCC_17_P9_C09_S33_comb	T cell
HNSCC18_P13_G11_S371_comb	T cell
HNSCC17_P2_D08_S44_comb	malignant
HNSCC18_P13_A03_S291_comb	T cell
HNSCC18_P13_C02_S314_comb	B cell
HNSCC17_P2_A02_S2_comb	malignant
HNSCC18_P7_C06_S126_comb	Fibroblast
HNSCC18_P7_B01_S109_comb	Fibroblast
HNSCC18_P13_E01_S337_comb	T cell
HNSCC18_P2_F06_S162_comb	malignant
HNSCC18_P7_C09_S129_comb	Fibroblast
HNSCC18_P7_G10_S178_comb	myocyte
HNSCC_17_P9_E06_S54_comb	T cell
HNSCC17_P3_D09_S237_comb	malignant
HNSCC18_P7_G01_S169_comb	Fibroblast
HNSCC18_P15_C11_S35_comb	T cell
HNSCC18_P16_F02_S254_comb	T cell
HNSCC18_P13_A05_S293_comb	Mast
HNSCC_17_P9_G04_S76_comb	T cell
HNSCC18_P13_E06_S342_comb	Macrophage
HNSCC_17_P10_D07_S235_comb	T cell
HNSCC18_P15_C10_S34_comb	T cell
HNSCC17_P2_C10_S34_comb	malignant
HNSCC16_P9_A11_S203_comb	Macrophage
HNSCC16_P9_G02_S266_comb	T cell
HNSCC18_P7_C05_S125_comb	Endothelial
HNSCC18_P7_A11_S107_comb	Fibroblast
HNSCC18_P13_A12_S300_comb	T cell
HNSCC_17_P10_G07_S271_comb	T cell
HNSCC17_P3_F11_S263_comb	malignant
HNSCC17_P3_D12_S240_comb	malignant
HNSCC_17_P10_E04_S244_comb	T cell
HNSCC16_P9_D01_S229_comb	T cell
HNSCC_17_P9_F03_S63_comb	T cell
HNSCC17_P2_D09_S45_comb	malignant
HNSCC17_P2_G08_S80_comb	malignant
HNSCC18_P7_D11_S143_comb	malignant
HNSCC_17_P9_A05_S5_comb	T cell
HNSCC17_P2_F01_S61_comb	malignant
HNSCC17_P3_C03_S219_comb	malignant
HNSCC18_P2_B05_S113_comb	malignant
HNSCC_17_P9_H03_S87_comb	T cell
HNSCC17_P3_A02_S194_comb	Mast
HNSCC16_P2_H02_S86_comb	Endothelial
HNSCC_17_P10_E09_S249_comb	T cell
HNSCC16_P9_E01_S241_comb	T cell
HNSCC16_P9_B03_S207_comb	T cell
HNSCC17_P2_D11_S47_comb	malignant
HNSCC16_P9_C06_S222_comb	T cell
HNSCC_17_P9_G01_S73_comb	T cell
HNSCC17_P13_A01_S289_comb	T cell
HNSCC17_P2_F12_S72_comb	malignant
HNSCC17_P2_C12_S36_comb	malignant
HNSCC18_P16_H11_S287_comb	Macrophage
HNSCC_17_P9_G11_S83_comb	T cell
HNSCC17_P3_G10_S274_comb	malignant
HNSCC18_P15_E07_S55_comb	T cell
HNSCC_17_P10_F05_S257_comb	T cell
HNSCC17_P3_E02_S242_comb	malignant
HNSCC_17_P10_H12_S288_comb	T cell
HNSCC17_P7_E10_S154_comb	Fibroblast
HNSCC_17_P10_A10_S202_comb	T cell
HNSCC17_P2_B04_S16_comb	malignant
HNSCC16_P2_F12_S72_comb	Fibroblast
HNSCC17_P2_D03_S39_comb	malignant
HNSCC16_P9_C05_S221_comb	T cell
HNSCC17_P7_C03_S123_comb	Fibroblast
HNSCC_17_P9_C02_S26_comb	T cell
HNSCC18_P2_D01_S133_comb	malignant
HNSCC17_P3_D08_S236_comb	malignant
HNSCC_17_P9_E11_S59_comb	T cell
HNSCC18_P2_F01_S157_comb	malignant
HNSCC16_P2_F09_S69_comb	Fibroblast
HNSCC18_P7_B03_S111_comb	Fibroblast
HNSCC_17_P10_F09_S261_comb	T cell
HNSCC16_P2_H08_S92_comb	Fibroblast
HNSCC16_P9_D04_S232_comb	T cell
HNSCC18_P13_H10_S382_comb	T cell
HNSCC18_P7_E04_S148_comb	Fibroblast
HNSCC17_P2_G02_S74_comb	malignant
