cells	labels
HNSCC18_P4_H10_S94_comb	malignant
HNSCC22_P5_E08_S248_comb	malignant
HNSCC18_P4_G02_S74_comb	malignant
HNSCC22_P5_E05_S245_comb	malignant
HNSCC22_P5_F01_S253_comb	malignant
HNSCC22_P5_B12_S216_comb	malignant
HNSCC22_P5_G05_S269_comb	malignant
HNSCC18_P4_A09_S9_comb	malignant
HNSCC22_P5_G01_S265_comb	Fibroblast
HNSCC22_P5_B10_S214_comb	malignant
HNSCC22_P5_B09_S213_comb	malignant
HNSCC22_P5_G12_S276_comb	malignant
HNSCC22_P5_E03_S243_comb	malignant
HNSCC22_P5_E01_S241_comb	malignant
HNSCC18_P4_E03_S51_comb	malignant
HNSCC18_P4_H02_S86_comb	malignant
HNSCC18_P4_H08_S92_comb	malignant
HNSCC22_P5_H02_S278_comb	malignant
HNSCC22_P5_H07_S283_comb	malignant
HNSCC18_P4_C03_S27_comb	malignant
HNSCC22_P5_E11_S251_comb	Fibroblast
HNSCC22_P5_H05_S281_comb	malignant
HNSCC22_P5_B06_S210_comb	malignant
HNSCC22_P5_H04_S280_comb	malignant
HNSCC22_P5_B08_S212_comb	malignant
HNSCC22_P5_C03_S219_comb	malignant
HNSCC22_P5_D07_S235_comb	Fibroblast
HNSCC18_P4_B10_S22_comb	malignant
HNSCC22_P5_C07_S223_comb	malignant
HNSCC22_P5_H08_S284_comb	malignant
HNSCC25_P3_B03_S111_comb	Fibroblast
HNSCC25_P3_E03_S147_comb	malignant
HNSCC25_P22_F04_S352_comb	Fibroblast
HNSCC25_P22_F01_S349_comb	malignant
HNSCC25_P22_F05_S353_comb	Fibroblast
HNSCC25_P3_B10_S118_comb	Fibroblast
HNSCC25_P22_E04_S340_comb	Fibroblast
HNSCC25_P22_H05_S377_comb	Fibroblast
HNSCC25_P22_C08_S320_comb	Mast
HNSCC25_P3_A05_S101_comb	Fibroblast
HNSCC25_P3_H04_S184_comb	Fibroblast
HNSCC25_P3_E08_S152_comb	Fibroblast
HNSCC25_P3_F03_S159_comb	Fibroblast
HNSCC25_P22_E09_S345_comb	malignant
HNSCC25_P22_H12_S384_comb	malignant
HNSCC25_P3_H12_S192_comb	malignant
HNSCC25_P3_D03_S135_comb	Mast
HNSCC25_P3_F07_S163_comb	malignant
HNSCC25_P3_D07_S139_comb	malignant
HNSCC25_P3_F09_S165_comb	Fibroblast
HNSCC25_P3_D04_S136_comb	malignant
HNSCC25_P3_D08_S140_comb	malignant
HNSCC25_P3_C06_S126_comb	Fibroblast
HNSCC25_P3_H03_S183_comb	malignant
HNSCC25_P3_G11_S179_comb	malignant
HNSCC25_P3_D05_S137_comb	malignant
HNSCC25_P22_G07_S367_comb	Fibroblast
HNSCC25_P3_E10_S154_comb	Fibroblast
HNSCC25_P22_D02_S326_comb	Fibroblast
HNSCC25_P3_G02_S170_comb	Fibroblast
HNSCC25_P3_B04_S112_comb	Fibroblast
HNSCC25_P3_C02_S122_comb	Fibroblast
HNSCC25_P3_G05_S173_comb	Fibroblast
HNSCC25_P22_F10_S358_comb	Fibroblast
HNSCC25_P22_A08_S296_comb	Fibroblast
HNSCC25_P22_E08_S344_comb	malignant
HNSCC25_P3_B07_S115_comb	malignant
HNSCC25_P22_C03_S315_comb	B cell
HNSCC25_P22_C09_S321_comb	malignant
HNSCC25_P22_H07_S379_comb	B cell
HNSCC25_P22_G10_S370_comb	B cell
HNSCC25_P22_D04_S328_comb	Fibroblast
HNSCC25_P3_G06_S174_comb	myocyte
HNSCC25_P3_E07_S151_comb	malignant
HNSCC25_P3_C11_S131_comb	Dendritic
HNSCC25_P3_E05_S149_comb	malignant
HNSCC25_P22_E10_S346_comb	Fibroblast
HNSCC25_P3_C05_S125_comb	Fibroblast
HNSCC25_P3_F05_S161_comb	T cell
HNSCC25_P22_H03_S375_comb	Fibroblast
HNSCC25_P3_B01_S109_comb	malignant
HNSCC25_P3_A06_S102_comb	Mast
HNSCC25_P22_G02_S362_comb	malignant
HNSCC25_P3_A11_S107_comb	Fibroblast
HNSCC25_P3_A09_S105_comb	malignant
HNSCC25_P3_F08_S164_comb	malignant
HNSCC25_P22_H09_S381_comb	Fibroblast
HNSCC25_P22_G04_S364_comb	malignant
HNSCC25_P22_H06_S378_comb	Fibroblast
HNSCC25_P3_D11_S143_comb	Fibroblast
HNSCC25_P3_B06_S114_comb	Fibroblast
HNSCC25_P3_G10_S178_comb	malignant
HNSCC25_P3_H07_S187_comb	malignant
HNSCC25_P3_A07_S103_comb	malignant
HNSCC25_P3_E11_S155_comb	malignant
HNSCC25_P3_C08_S128_comb	Fibroblast
HNSCC25_P22_C04_S316_comb	malignant
HNSCC25_P3_D02_S134_comb	Fibroblast
HNSCC25_P22_B06_S306_comb	Fibroblast
HNSCC25_P3_E06_S150_comb	Fibroblast
HNSCC25_P3_H09_S189_comb	malignant
HNSCC25_P22_F11_S359_comb	Fibroblast
HNSCC25_P22_E02_S338_comb	Fibroblast
HNSCC25_P3_B12_S120_comb	myocyte
HNSCC25_P3_B11_S119_comb	Fibroblast
HNSCC25_P3_D09_S141_comb	Fibroblast
HNSCC25_P3_A02_S98_comb	malignant
HNSCC25_P3_E01_S145_comb	malignant
HNSCC25_P3_A01_S97_comb	malignant
HNSCC25_P3_C07_S127_comb	Fibroblast
HNSCC25_P3_D10_S142_comb	Fibroblast
HNSCC25_P3_G09_S177_comb	malignant
HNSCC25_P3_C09_S129_comb	Fibroblast
HNSCC25_P3_B08_S116_comb	malignant
HNSCC25_P22_B02_S302_comb	Fibroblast
HNSCC25_P3_H05_S185_comb	Fibroblast
HNSCC25_P22_D12_S336_comb	malignant
HNSCC25_P3_B09_S117_comb	malignant
HNSCC25_P3_E02_S146_comb	Fibroblast
HNSCC25_P3_F02_S158_comb	malignant
HNSCC25_P3_G04_S172_comb	malignant
HNSCC25_P22_E01_S337_comb	malignant
HNSCC25_P3_D06_S138_comb	malignant
HNSCC25_P22_D11_S335_comb	Fibroblast
HNSCC25_P3_E12_S156_comb	malignant
HNSCC25_P3_H02_S182_comb	malignant
HNSCC25_P3_E09_S153_comb	Fibroblast
HNSCC25_P3_F04_S160_comb	myocyte
HNSCC25_P22_B01_S301_comb	Fibroblast
HNSCC25_P3_D01_S133_comb	Fibroblast
HNSCC25_P22_G09_S369_comb	Fibroblast
HNSCC25_P3_A03_S99_comb	Fibroblast
HNSCC25_P3_A04_S100_comb	myocyte
HNSCC25_P3_F12_S168_comb	Mast
HNSCC25_P22_B12_S312_comb	Fibroblast
HNSCC25_P3_F10_S166_comb	malignant
HNSCC28_P2_A12_S12_comb	myocyte
HNSCC28_P2_A09_S9_comb	Fibroblast
HNSCC28_P12_G09_S273_comb	Fibroblast
HNSCC28_P12_H02_S278_comb	malignant
HNSCC28_P2_C06_S30_comb	Fibroblast
HNSCC28_P1_G09_S81_comb	Fibroblast
HNSCC28_P2_H06_S90_comb	Fibroblast
HNSCC28_P1_E11_S59_comb	Fibroblast
HNSCC28_P13_C08_S224_comb	Fibroblast
HNSCC28_P1_D11_S47_comb	Fibroblast
HNSCC28_P12_B07_S211_comb	Fibroblast
HNSCC28_P1_F01_S61_comb	Fibroblast
HNSCC28_P1_G12_S84_comb	Fibroblast
HNSCC28_P2_E11_S59_comb	Fibroblast
HNSCC28_P1_D01_S37_comb	Fibroblast
HNSCC28_P13_H11_S287_comb	malignant
HNSCC28_P2_H01_S85_comb	Fibroblast
HNSCC28_P12_G03_S267_comb	Fibroblast
HNSCC28_P1_B09_S21_comb	Fibroblast
HNSCC28_P1_G05_S77_comb	malignant
HNSCC28_P13_A05_S197_comb	Fibroblast
HNSCC28_P1_B04_S16_comb	Fibroblast
HNSCC28_P12_C02_S218_comb	malignant
HNSCC28_P12_E02_S242_comb	malignant
HNSCC28_P13_H02_S278_comb	malignant
HNSCC28_P13_G05_S269_comb	Endothelial
HNSCC28_P12_H07_S283_comb	B cell
HNSCC28_P1_H04_S88_comb	Fibroblast
HNSCC28_P12_E01_S241_comb	Fibroblast
HNSCC28_P1_F12_S72_comb	Fibroblast
HNSCC28_P1_E02_S50_comb	Fibroblast
HNSCC28_P2_H05_S89_comb	Fibroblast
HNSCC28_P2_G10_S82_comb	Fibroblast
HNSCC28_P13_H07_S283_comb	malignant
HNSCC28_P2_A04_S4_comb	Fibroblast
HNSCC28_P1_E05_S53_comb	Fibroblast
HNSCC28_P13_F08_S260_comb	Fibroblast
HNSCC28_P13_C04_S220_comb	malignant
HNSCC28_P1_H11_S95_comb	Fibroblast
HNSCC28_P2_E12_S60_comb	malignant
HNSCC28_P1_G03_S75_comb	Endothelial
HNSCC28_P12_A08_S200_comb	Fibroblast
HNSCC28_P2_F09_S69_comb	malignant
HNSCC28_P12_G08_S272_comb	Fibroblast
HNSCC28_P2_F08_S68_comb	Fibroblast
HNSCC28_P1_A09_S9_comb	malignant
HNSCC28_P1_A08_S8_comb	Endothelial
HNSCC28_P2_H02_S86_comb	Fibroblast
HNSCC28_P1_B10_S22_comb	Fibroblast
HNSCC28_P12_B09_S213_comb	malignant
HNSCC28_P1_F02_S62_comb	Fibroblast
HNSCC28_P13_F05_S257_comb	Fibroblast
HNSCC28_P2_E03_S51_comb	Fibroblast
HNSCC28_P1_H01_S85_comb	Fibroblast
HNSCC28_P2_E02_S50_comb	Fibroblast
HNSCC28_P13_C02_S218_comb	malignant
HNSCC28_P13_F04_S256_comb	Fibroblast
HNSCC28_P12_E07_S247_comb	malignant
HNSCC28_P13_F02_S254_comb	malignant
HNSCC28_P1_B01_S13_comb	Fibroblast
HNSCC28_P1_C08_S32_comb	Fibroblast
HNSCC28_P1_D05_S41_comb	Fibroblast
HNSCC28_P12_B05_S209_comb	B cell
HNSCC28_P2_B12_S24_comb	malignant
HNSCC28_P13_G07_S271_comb	malignant
HNSCC28_P12_G04_S268_comb	Fibroblast
HNSCC28_P12_A02_S194_comb	malignant
HNSCC28_P2_E08_S56_comb	Fibroblast
HNSCC28_P2_G09_S81_comb	Fibroblast
HNSCC28_P13_D06_S234_comb	malignant
HNSCC28_P2_C11_S35_comb	Fibroblast
HNSCC28_P12_B12_S216_comb	Fibroblast
HNSCC28_P13_H12_S288_comb	T cell
HNSCC28_P13_E01_S241_comb	Fibroblast
HNSCC28_P1_F03_S63_comb	Fibroblast
HNSCC28_P1_C09_S33_comb	Fibroblast
HNSCC28_P12_E08_S248_comb	malignant
HNSCC28_P13_G09_S273_comb	malignant
HNSCC28_P2_G06_S78_comb	Fibroblast
HNSCC28_P13_F06_S258_comb	B cell
HNSCC28_P2_B06_S18_comb	Fibroblast
HNSCC28_P2_H09_S93_comb	malignant
HNSCC28_P12_C10_S226_comb	Endothelial
HNSCC28_P1_B12_S24_comb	Endothelial
HNSCC28_P12_C08_S224_comb	malignant
HNSCC28_P13_G02_S266_comb	malignant
HNSCC28_P12_B02_S206_comb	malignant
HNSCC28_P2_B10_S22_comb	Fibroblast
HNSCC28_P13_B12_S216_comb	malignant
HNSCC28_P13_D10_S238_comb	B cell
HNSCC28_P12_B10_S214_comb	Fibroblast
HNSCC28_P12_E05_S245_comb	Fibroblast
HNSCC28_P12_C07_S223_comb	malignant
HNSCC28_P2_A01_S1_comb	Fibroblast
HNSCC28_P13_D11_S239_comb	B cell
HNSCC28_P13_G03_S267_comb	Fibroblast
HNSCC28_P1_A05_S5_comb	Endothelial
HNSCC28_P13_A07_S199_comb	malignant
HNSCC28_P12_B08_S212_comb	malignant
HNSCC28_P13_D02_S230_comb	T cell
HNSCC28_P13_E08_S248_comb	Fibroblast
HNSCC28_P13_E12_S252_comb	Fibroblast
HNSCC28_P12_H09_S285_comb	Fibroblast
HNSCC28_P13_H03_S279_comb	Fibroblast
HNSCC28_P1_E10_S58_comb	Fibroblast
HNSCC28_P1_G02_S74_comb	Fibroblast
HNSCC28_P2_F06_S66_comb	Fibroblast
HNSCC28_P12_H10_S286_comb	Fibroblast
HNSCC28_P1_D09_S45_comb	Fibroblast
HNSCC28_P12_B11_S215_comb	Fibroblast
HNSCC28_P12_G07_S271_comb	B cell
HNSCC28_P12_G02_S266_comb	Fibroblast
HNSCC28_P2_E07_S55_comb	Fibroblast
HNSCC28_P13_F12_S264_comb	Endothelial
HNSCC28_P13_D09_S237_comb	Fibroblast
HNSCC28_P13_D12_S240_comb	B cell
HNSCC28_P12_A11_S203_comb	malignant
HNSCC28_P2_A02_S2_comb	malignant
HNSCC28_P2_G01_S73_comb	Fibroblast
HNSCC28_P12_D01_S229_comb	Fibroblast
HNSCC28_P1_D04_S40_comb	malignant
HNSCC28_P2_G07_S79_comb	myocyte
HNSCC28_P2_F05_S65_comb	Fibroblast
HNSCC28_P2_F03_S63_comb	Fibroblast
HNSCC28_P12_A09_S201_comb	Fibroblast
HNSCC28_P13_E03_S243_comb	malignant
HNSCC28_P13_E04_S244_comb	malignant
HNSCC28_P1_A01_S1_comb	Fibroblast
HNSCC28_P13_A01_S193_comb	Fibroblast
HNSCC28_P1_H12_S96_comb	Fibroblast
HNSCC28_P1_E08_S56_comb	Fibroblast
HNSCC28_P1_F07_S67_comb	Fibroblast
HNSCC28_P13_F01_S253_comb	malignant
HNSCC28_P13_E06_S246_comb	malignant
HNSCC28_P1_F11_S71_comb	Fibroblast
HNSCC28_P2_H03_S87_comb	Fibroblast
HNSCC28_P1_F10_S70_comb	Fibroblast
HNSCC28_P12_C09_S225_comb	Fibroblast
HNSCC28_P2_D12_S48_comb	Fibroblast
HNSCC28_P12_D07_S235_comb	malignant
HNSCC28_P13_A12_S204_comb	Fibroblast
HNSCC28_P12_E03_S243_comb	Fibroblast
HNSCC28_P12_A10_S202_comb	malignant
HNSCC28_P1_B05_S17_comb	Fibroblast
HNSCC28_P1_D03_S39_comb	Fibroblast
HNSCC28_P1_C05_S29_comb	Fibroblast
HNSCC28_P12_C04_S220_comb	malignant
HNSCC28_P1_H03_S87_comb	Fibroblast
HNSCC28_P13_F09_S261_comb	Fibroblast
HNSCC28_P12_D11_S239_comb	B cell
HNSCC28_P2_E06_S54_comb	Fibroblast
HNSCC28_P2_H04_S88_comb	Fibroblast
HNSCC28_P13_G12_S276_comb	Fibroblast
HNSCC28_P2_D02_S38_comb	myocyte
HNSCC28_P1_H09_S93_comb	Fibroblast
HNSCC28_P2_A11_S11_comb	Fibroblast
HNSCC28_P2_E05_S53_comb	Fibroblast
HNSCC28_P1_E04_S52_comb	Fibroblast
HNSCC28_P12_C12_S228_comb	Fibroblast
HNSCC28_P2_A05_S5_comb	Fibroblast
HNSCC28_P1_B03_S15_comb	malignant
HNSCC28_P13_B09_S213_comb	B cell
HNSCC28_P13_G06_S270_comb	malignant
HNSCC28_P2_E09_S57_comb	Fibroblast
HNSCC28_P12_G05_S269_comb	Fibroblast
HNSCC28_P13_C06_S222_comb	Fibroblast
HNSCC28_P13_C05_S221_comb	malignant
HNSCC28_P2_D06_S42_comb	Fibroblast
HNSCC28_P2_E01_S49_comb	Fibroblast
HNSCC28_P13_C01_S217_comb	Fibroblast
HNSCC28_P2_B08_S20_comb	Fibroblast
HNSCC28_P12_C05_S221_comb	malignant
HNSCC28_P1_D08_S44_comb	Fibroblast
HNSCC28_P12_D09_S237_comb	malignant
HNSCC28_P1_H05_S89_comb	Fibroblast
HNSCC28_P1_D07_S43_comb	Fibroblast
HNSCC28_P12_E11_S251_comb	Fibroblast
HNSCC28_P1_A12_S12_comb	malignant
HNSCC28_P12_H04_S280_comb	malignant
HNSCC28_P12_H11_S287_comb	Fibroblast
HNSCC28_P13_F10_S262_comb	B cell
HNSCC28_P2_B02_S14_comb	Fibroblast
HNSCC28_P1_A10_S10_comb	Fibroblast
HNSCC28_P12_F01_S253_comb	malignant
HNSCC28_P1_C01_S25_comb	Fibroblast
HNSCC28_P2_D08_S44_comb	Fibroblast
HNSCC28_P2_B11_S23_comb	Endothelial
HNSCC28_P13_E05_S245_comb	malignant
HNSCC28_P13_H06_S282_comb	Fibroblast
HNSCC28_P12_D02_S230_comb	malignant
HNSCC28_P2_D11_S47_comb	malignant
HNSCC28_P13_E09_S249_comb	Fibroblast
HNSCC28_P2_D05_S41_comb	Fibroblast
HNSCC28_P1_F04_S64_comb	Fibroblast
HNSCC28_P2_H11_S95_comb	Fibroblast
HNSCC28_P2_H07_S91_comb	Fibroblast
HNSCC28_P1_A03_S3_comb	Fibroblast
HNSCC28_P1_C02_S26_comb	Fibroblast
HNSCC28_P12_D04_S232_comb	malignant
HNSCC28_P2_D09_S45_comb	Fibroblast
HNSCC28_P12_F05_S257_comb	malignant
HNSCC28_P1_E01_S49_comb	Fibroblast
HNSCC28_P12_E04_S244_comb	malignant
HNSCC28_P2_D03_S39_comb	Fibroblast
HNSCC28_P12_C11_S227_comb	malignant
HNSCC28_P12_G10_S274_comb	malignant
HNSCC28_P2_A03_S3_comb	Endothelial
HNSCC28_P12_B04_S208_comb	Fibroblast
HNSCC28_P2_C01_S25_comb	Fibroblast
HNSCC28_P12_A04_S196_comb	T cell
HNSCC28_P2_D07_S43_comb	Fibroblast
HNSCC28_P2_G03_S75_comb	Fibroblast
HNSCC28_P2_B07_S19_comb	malignant
HNSCC28_P2_D04_S40_comb	Fibroblast
HNSCC28_P1_D12_S48_comb	Fibroblast
HNSCC28_P12_E12_S252_comb	B cell
HNSCC28_P1_F08_S68_comb	Fibroblast
HNSCC28_P13_H10_S286_comb	B cell
HNSCC28_P13_G11_S275_comb	Fibroblast
HNSCC28_P13_D07_S235_comb	malignant
HNSCC28_P1_F05_S65_comb	Fibroblast
HNSCC28_P12_F08_S260_comb	malignant
HNSCC28_P12_G11_S275_comb	malignant
HNSCC28_P1_E12_S60_comb	Fibroblast
HNSCC28_P1_A11_S11_comb	Fibroblast
HNSCC28_P2_F04_S64_comb	Fibroblast
HNSCC28_P2_B03_S15_comb	Fibroblast
HNSCC28_P1_B07_S19_comb	malignant
HNSCC28_P13_H05_S281_comb	Fibroblast
HNSCC28_P12_B03_S207_comb	malignant
HNSCC28_P2_F07_S67_comb	Fibroblast
HNSCC28_P1_A02_S2_comb	Fibroblast
HNSCC28_P2_B04_S16_comb	malignant
HNSCC28_P2_G05_S77_comb	Fibroblast
HNSCC28_P2_C12_S36_comb	Fibroblast
HNSCC28_P1_H08_S92_comb	Fibroblast
HNSCC28_P2_C07_S31_comb	Fibroblast
HNSCC28_P1_H02_S86_comb	Fibroblast
HNSCC28_P1_E03_S51_comb	Fibroblast
HNSCC28_P2_G08_S80_comb	Fibroblast
HNSCC28_P2_H08_S92_comb	Fibroblast
HNSCC28_P2_G02_S74_comb	Fibroblast
HNSCC28_P13_E11_S251_comb	malignant
HNSCC28_P13_H04_S280_comb	malignant
HNSCC28_P12_H12_S288_comb	Fibroblast
HNSCC28_P13_E02_S242_comb	malignant
HNSCC28_P12_F12_S264_comb	Fibroblast
HNSCC28_P1_G04_S76_comb	malignant
HNSCC28_P2_G12_S84_comb	Fibroblast
HNSCC28_P1_G11_S83_comb	Fibroblast
HNSCC28_P12_C03_S219_comb	malignant
HNSCC28_P2_A07_S7_comb	Endothelial
HNSCC28_P2_C10_S34_comb	Fibroblast
HNSCC28_P2_E10_S58_comb	Endothelial
HNSCC28_P2_A08_S8_comb	malignant
HNSCC28_P2_C02_S26_comb	Fibroblast
HNSCC26_P11_R_LN_C05_S317_comb	malignant
HNSCC26_P1_pri_G10_S178_comb	malignant
HNSCC26_P1_pri_F06_S162_comb	malignant
HNSCC26_P11_R_LN_C03_S315_comb	malignant
HNSCC25_P19_LN_C10_S226_comb	Fibroblast
HNSCC26_P1_pri_C12_S132_comb	Fibroblast
HNSCC26_P11_R_LN_D09_S333_comb	malignant
HNSCC26_P11_R_LN_C08_S320_comb	malignant
HNSCC26_P11_R_LN_E11_S347_comb	malignant
HNSCC26_P11_R_LN_A04_S292_comb	malignant
HNSCC26_P11_R_LN_B04_S304_comb	malignant
HNSCC26_P1_pri_B06_S114_comb	Fibroblast
HNSCC26_P1_pri_D11_S143_comb	Fibroblast
HNSCC26_P1_pri_G02_S170_comb	malignant
HNSCC26_P1_pri_B02_S110_comb	Fibroblast
HNSCC25_P19_LN_D06_S234_comb	B cell
HNSCC26_P1_pri_E03_S147_comb	Dendritic
HNSCC26_P11_R_LN_G06_S366_comb	malignant
HNSCC26_P11_R_LN_F12_S360_comb	malignant
HNSCC26_P11_R_LN_A06_S294_comb	malignant
HNSCC25_P19_LN_D03_S231_comb	malignant
HNSCC26_P11_R_LN_B09_S309_comb	malignant
HNSCC25_P19_LN_C06_S222_comb	malignant
HNSCC26_P1_pri_H09_S189_comb	malignant
HNSCC26_P11_R_LN_B07_S307_comb	malignant
HNSCC25_P19_LN_G11_S275_comb	B cell
HNSCC25_P19_LN_H04_S280_comb	malignant
HNSCC26_P11_R_LN_D04_S328_comb	malignant
HNSCC26_P1_pri_D01_S133_comb	Fibroblast
HNSCC26_P1_pri_H03_S183_comb	malignant
HNSCC25_P19_LN_H12_S288_comb	Fibroblast
HNSCC26_P11_R_LN_G09_S369_comb	Fibroblast
HNSCC26_P1_pri_H11_S191_comb	Fibroblast
HNSCC26_P11_R_LN_A09_S297_comb	malignant
HNSCC26_P1_pri_E07_S151_comb	malignant
HNSCC25_P19_LN_D10_S238_comb	Fibroblast
HNSCC26_P1_pri_E09_S153_comb	malignant
HNSCC26_P11_R_LN_A01_S289_comb	malignant
HNSCC26_P1_pri_C01_S121_comb	malignant
HNSCC26_P1_pri_E06_S150_comb	malignant
HNSCC26_P11_R_LN_H06_S378_comb	malignant
HNSCC26_P11_R_LN_D10_S334_comb	malignant
HNSCC26_P1_pri_D12_S144_comb	malignant
HNSCC26_P1_pri_F07_S163_comb	malignant
HNSCC26_P1_pri_B09_S117_comb	malignant
HNSCC26_P11_R_LN_D02_S326_comb	malignant
HNSCC26_P11_R_LN_H03_S375_comb	Fibroblast
HNSCC25_P19_LN_B04_S208_comb	B cell
HNSCC26_P1_pri_H01_S181_comb	Fibroblast
HNSCC26_P11_R_LN_A02_S290_comb	malignant
HNSCC25_P19_LN_G10_S274_comb	malignant
HNSCC25_P19_LN_F05_S257_comb	malignant
HNSCC26_P1_pri_D04_S136_comb	malignant
HNSCC26_P11_R_LN_H09_S381_comb	malignant
HNSCC26_P11_R_LN_F11_S359_comb	Fibroblast
HNSCC26_P11_R_LN_E08_S344_comb	malignant
HNSCC25_P19_LN_B09_S213_comb	Fibroblast
HNSCC25_P19_LN_E02_S242_comb	Fibroblast
HNSCC26_P1_pri_C06_S126_comb	malignant
HNSCC26_P1_pri_H05_S185_comb	malignant
HNSCC25_P19_LN_A02_S194_comb	malignant
HNSCC26_P1_pri_F11_S167_comb	Fibroblast
HNSCC26_P1_pri_A01_S97_comb	malignant
HNSCC26_P11_R_LN_D01_S325_comb	malignant
HNSCC25_P19_LN_E05_S245_comb	malignant
HNSCC26_P11_R_LN_H02_S374_comb	malignant
HNSCC25_P19_LN_A10_S202_comb	Fibroblast
HNSCC25_P19_LN_C05_S221_comb	malignant
HNSCC26_P1_pri_A05_S101_comb	malignant
HNSCC26_P11_R_LN_C09_S321_comb	malignant
HNSCC25_P19_LN_D05_S233_comb	B cell
HNSCC25_P19_LN_H09_S285_comb	malignant
HNSCC25_P19_LN_E11_S251_comb	Fibroblast
HNSCC25_P19_LN_F09_S261_comb	malignant
HNSCC25_P19_LN_C09_S225_comb	B cell
HNSCC22_P4_A12_S12_comb	malignant
HNSCC25_P1_pri_C02_S26_comb	malignant
HNSCC24_P13_R_LN_D09_S141_comb	Fibroblast
HNSCC22_P4_C04_S28_comb	malignant
HNSCC24_P13_R_LN_F03_S159_comb	Fibroblast
HNSCC25_P1_pri_B09_S21_comb	Fibroblast
HNSCC22_P4_B03_S15_comb	Fibroblast
HNSCC22_P2_pri_F01_S253_comb	Fibroblast
HNSCC22_P4_H06_S90_comb	Fibroblast
HNSCC22_P4_C05_S29_comb	malignant
HNSCC22_P4_H07_S91_comb	malignant
HNSCC24_P13_R_LN_B05_S113_comb	Fibroblast
HNSCC22_P4_D03_S39_comb	Fibroblast
HNSCC22_P2_pri_G06_S270_comb	Fibroblast
HNSCC25_P1_pri_C09_S33_comb	Fibroblast
HNSCC25_P1_pri_G01_S73_comb	malignant
HNSCC24_P13_R_LN_F12_S168_comb	Fibroblast
HNSCC25_P1_pri_B05_S17_comb	malignant
HNSCC22_P4_C11_S35_comb	Mast
HNSCC24_P13_R_LN_A03_S99_comb	Fibroblast
HNSCC22_P4_G10_S82_comb	malignant
HNSCC24_P13_R_LN_E12_S156_comb	Fibroblast
HNSCC22_P4_E06_S54_comb	malignant
HNSCC24_P13_R_LN_C09_S129_comb	Fibroblast
HNSCC22_P2_pri_F09_S261_comb	Fibroblast
HNSCC22_P4_H11_S95_comb	Fibroblast
HNSCC22_P4_E07_S55_comb	malignant
HNSCC22_P4_H10_S94_comb	malignant
HNSCC22_P2_pri_G08_S272_comb	Fibroblast
HNSCC25_P1_pri_H04_S88_comb	Fibroblast
HNSCC22_P2_pri_H04_S280_comb	Fibroblast
HNSCC22_P4_F05_S65_comb	Fibroblast
HNSCC25_P1_pri_F01_S61_comb	Dendritic
HNSCC24_P25_L_LN_H11_S383_comb	Fibroblast
HNSCC24_P13_R_LN_D11_S143_comb	Fibroblast
HNSCC25_P1_pri_E10_S58_comb	Fibroblast
HNSCC25_P1_pri_A06_S6_comb	malignant
HNSCC22_P2_pri_B08_S212_comb	Mast
HNSCC25_P1_pri_C01_S25_comb	malignant
HNSCC24_P25_L_LN_D09_S333_comb	Fibroblast
HNSCC24_P13_R_LN_H06_S186_comb	Fibroblast
HNSCC24_P13_R_LN_C03_S123_comb	Fibroblast
HNSCC24_P13_R_LN_G01_S169_comb	Fibroblast
HNSCC22_P4_G07_S79_comb	Fibroblast
HNSCC22_P2_pri_H12_S288_comb	Mast
HNSCC22_P4_G03_S75_comb	malignant
HNSCC25_P1_pri_E04_S52_comb	malignant
HNSCC25_P1_pri_H05_S89_comb	malignant
HNSCC25_P1_pri_F12_S72_comb	malignant
HNSCC24_P13_R_LN_A04_S100_comb	Fibroblast
HNSCC22_P4_G01_S73_comb	Fibroblast
HNSCC24_P13_R_LN_E03_S147_comb	Fibroblast
HNSCC22_P4_B02_S14_comb	Mast
HNSCC24_P13_R_LN_C02_S122_comb	Fibroblast
HNSCC22_P4_D10_S46_comb	malignant
HNSCC24_P13_R_LN_G06_S174_comb	Fibroblast
HNSCC25_P1_pri_E03_S51_comb	malignant
HNSCC24_P25_L_LN_G12_S372_comb	Mast
HNSCC22_P2_pri_D09_S237_comb	Mast
HNSCC24_P13_R_LN_B02_S110_comb	Fibroblast
HNSCC24_P13_R_LN_G02_S170_comb	Fibroblast
HNSCC24_P13_R_LN_F06_S162_comb	Fibroblast
HNSCC24_P13_R_LN_D01_S133_comb	Fibroblast
HNSCC24_P13_R_LN_A05_S101_comb	Fibroblast
HNSCC22_P4_H09_S93_comb	malignant
HNSCC25_P1_pri_A05_S5_comb	Fibroblast
HNSCC24_P25_L_LN_G05_S365_comb	malignant
HNSCC24_P13_R_LN_F08_S164_comb	Fibroblast
HNSCC24_P13_R_LN_A06_S102_comb	Fibroblast
HNSCC24_P13_R_LN_H02_S182_comb	Fibroblast
HNSCC24_P13_R_LN_C12_S132_comb	Fibroblast
HNSCC22_P4_C06_S30_comb	Fibroblast
HNSCC24_P25_L_LN_E06_S342_comb	Mast
HNSCC22_P4_D01_S37_comb	malignant
HNSCC22_P2_pri_A03_S195_comb	Fibroblast
HNSCC25_P1_pri_B04_S16_comb	malignant
HNSCC25_P1_pri_G06_S78_comb	Fibroblast
HNSCC25_P1_pri_B12_S24_comb	malignant
HNSCC25_P1_pri_E05_S53_comb	malignant
HNSCC24_P13_R_LN_D12_S144_comb	Fibroblast
HNSCC22_P4_C12_S36_comb	Mast
